Player;Role;Team;Opponent Team;Opponent Player;Date;Round;Day;Patch;Stage;No Game;all Games;Format;Game of day;Side;Time;Ban;Ban Opponent;Pick;Pick Opponent;Champion;Champion Opponent;Outcome;Kills Team;Turrets Team;Dragon Team;Baron Team;Level;Kills;Deaths;Assists;KDA;CS;CS in Teams Jungle;CS in Enemy Jungle;CSM;Golds;GPM;GOLD%;Vision Score;Wards placed;Wards destroyed;Control Wards Purchased;Detector Wards Placed;VSPM;WPM;VWPM;WCPM;VS%;Total damage to Champion;Physical Damage;Magic Damage;True Damage;DPM;DMG%;K+A Per Minute;KP%;Solo kills;Double kills;Triple kills;Quadra kills;Penta kills;GD@15;CSD@15;XPD@15;LVLD@15;Objectives Stolen;Damage dealt to turrets;Damage dealt to buildings;Total heal;Total Heals On Teammates;Damage self mitigated;Total Damage Shielded On Teammates;Time ccing others;Total Time CC Dealt;Total damage taken;Total Time Spent Dead;Consumables purchased;Items Purchased;Shutdown bounty collected;Shutdown bounty lost
Light;ADCARRY;WBG;BLG;Elk;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Blue;00:39:17;Ziggs;KSante;Poppy;Varus;Kalista;Varus;Loss;9;6;2;2;17;3;1;2;5;353;24;0;9;16988;432;0.247;52;15;20;4;4;1.32;0.38;0.1;0.51;0.141;13760;11219;1973;568;350;0.175;0.13;0.556;0;0;0;0;0;-1335;-17;-714;-1;0;4598;4598;9521;0;19619;0;11;443;22080;58;5;27;400;550
Crisp;SUPPORT;WBG;BLG;ON;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Blue;00:39:17;Kaisa;Gnar;Brand;Neeko;Renata_Glasc;Neeko;Loss;9;6;2;2;14;0;3;8;2.7;54;0;0;1.4;9770;249;0.142;178;107;25;22;20;4.53;2.72;0.56;0.64;0.484;3912;584;2256;1072;100;0.05;0.2;0.889;0;0;0;0;0;-206;3;-129;0;0;1093;1093;8996;4729;19717;5053;19;310;28867;109;25;41;0;0
Bin;TOP;BLG;WBG;Breathe;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Red;00:39:17;Aurora;Sylas;Jax;Yone;Jax;Poppy;Win;10;10;3;1;18;1;2;2;1.5;307;11;0;7.8;15461;394;0.217;46;21;7;7;6;1.17;0.53;0.18;0.18;0.126;12431;5043;7114;274;316;0.095;0.08;0.3;0;0;0;0;0;-798;3;121;1;0;7563;7563;4734;0;31492;0;10;210;28002;100;8;32;200;100
XUN;JUNGLE;BLG;WBG;Tarzan;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Red;00:39:17;Orianna;Rakan;Skarner;Kalista;Skarner;Brand;Win;10;10;3;1;16;0;1;8;8;190;168;0;4.8;10847;276;0.152;58;14;16;11;11;1.48;0.36;0.28;0.41;0.158;13786;8598;4984;204;351;0.106;0.2;0.8;0;0;0;0;0;-685;-17;-788;-1;0;314;314;12563;0;60242;0;38;724;32146;52;12;29;0;0
Knight;MID;BLG;WBG;xiaohu;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Red;00:39:17;Maokai;Ashe;Smolder;Renata_Glasc;Smolder;Yone;Win;10;10;3;1;18;4;1;3;7;412;45;0;10.5;18075;460;0.254;50;18;20;4;4;1.27;0.46;0.1;0.51;0.137;46579;24501;13507;8571;1186;0.358;0.18;0.7;0;1;0;0;0;113;-8;-436;0;0;3993;3993;7776;0;17772;0;13;480;23767;45;6;22;550;200
Elk;ADCARRY;BLG;WBG;Light;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Red;00:39:17;KSante;Ziggs;Varus;Poppy;Varus;Kalista;Win;10;10;3;1;17;5;2;3;4;317;13;0;8.1;17995;458;0.253;68;36;19;2;2;1.73;0.92;0.05;0.48;0.186;44729;36869;7860;0;1139;0.343;0.2;0.8;1;1;0;0;0;1335;17;714;1;0;12548;12548;4138;0;10163;0;37;387;17107;98;3;27;350;200
ON;SUPPORT;BLG;WBG;Crisp;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;1;3;5;1;Red;00:39:17;Gnar;Kaisa;Neeko;Brand;Neeko;Renata_Glasc;Win;10;10;3;1;12;0;3;3;1;42;0;0;1.1;8825;225;0.124;144;81;26;27;26;3.67;2.06;0.69;0.66;0.393;12726;320;12296;110;324;0.098;0.08;0.3;0;0;0;0;0;206;-3;129;0;0;2192;2192;2232;932;7485;0;21;111;14690;107;29;44;0;0
Breathe;TOP;WBG;BLG;Bin;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Blue;00:31:37;Sylas;Aurora;Kalista;Jax;Maokai;Jax;Loss;12;3;3;1;15;2;5;7;1.8;204;4;0;6.5;10559;334;0.192;36;10;7;6;5;1.14;0.32;0.19;0.22;0.114;16486;1325;15161;0;521;0.252;0.28;0.75;0;0;0;0;0;-675;-14;475;1;0;1986;1986;10076;0;35135;0;55;424;32535;179;7;25;0;0
Tarzan;JUNGLE;WBG;BLG;XUN;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Blue;00:31:37;Rakan;Orianna;Maokai;Skarner;Elise;Skarner;Loss;12;3;3;1;15;0;1;6;6;198;174;0;6.3;9717;307;0.177;79;29;14;11;11;2.5;0.92;0.35;0.44;0.249;9442;842;8250;350;299;0.144;0.19;0.5;0;0;0;0;0;-313;0;258;1;0;0;0;16883;0;14789;0;12;154;26079;0;12;24;0;0
xiaohu;MID;WBG;BLG;Knight;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Blue;00:31:37;Yone;Ashe;Renata_Glasc;Ziggs;Lucian;Syndra;Loss;12;3;3;1;15;3;5;5;1.6;253;12;0;8;11679;369;0.213;49;12;11;4;4;1.55;0.38;0.13;0.35;0.155;17356;14584;2676;96;549;0.266;0.25;0.667;0;0;0;0;0;-968;-17;-180;0;0;2050;2050;3446;0;9970;0;1;86;18161;123;6;27;50;50
Light;ADCARRY;WBG;BLG;Elk;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Blue;00:31:37;Smolder;Brand;Lucian;Rell;Kalista;Ziggs;Loss;12;3;3;1;15;6;4;4;2.5;303;20;0;9.6;14404;456;0.262;27;12;6;5;5;0.85;0.38;0.16;0.19;0.085;16767;11869;2455;2443;530;0.257;0.32;0.833;0;1;0;0;0;1958;13;-53;-1;0;5004;5004;4288;0;13645;0;7;346;20876;106;6;24;50;500
Crisp;SUPPORT;WBG;BLG;ON;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Blue;00:31:37;Cassiopeia;Gnar;Elise;Syndra;Renata_Glasc;Rell;Loss;12;3;3;1;12;1;3;9;3.3;26;0;0;0.8;8532;270;0.155;126;72;14;20;18;3.99;2.28;0.63;0.44;0.397;5307;916;2920;1471;168;0.081;0.32;0.833;0;0;0;0;0;1137;-16;-81;0;0;3004;3004;3164;1085;13916;3969;18;221;17350;76;22;37;0;0
Bin;TOP;BLG;WBG;Breathe;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Red;00:31:37;Aurora;Sylas;Jax;Kalista;Jax;Maokai;Win;18;8;1;0;16;3;2;7;5;240;8;0;7.6;12006;380;0.206;35;18;7;7;7;1.11;0.57;0.22;0.22;0.138;14394;7436;6209;749;455;0.181;0.32;0.556;0;0;0;0;0;675;14;-475;-1;0;5776;5776;3278;0;18225;0;15;253;20577;60;8;28;0;50
XUN;JUNGLE;BLG;WBG;Tarzan;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Red;00:31:37;Orianna;Rakan;Skarner;Maokai;Skarner;Elise;Win;18;8;1;0;14;3;2;8;5.5;176;158;0;5.6;11207;354;0.193;53;11;15;11;9;1.68;0.35;0.35;0.47;0.209;9403;6427;2426;550;297;0.118;0.35;0.611;0;0;0;0;0;313;0;-258;-1;0;1250;1250;11121;0;50800;0;27;628;31181;89;12;27;550;50
Knight;MID;BLG;WBG;xiaohu;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Red;00:31:37;Ashe;Yone;Ziggs;Renata_Glasc;Syndra;Lucian;Win;18;8;1;0;15;7;0;8;Perfect_KDA;254;8;0;8;13980;442;0.24;36;6;18;4;3;1.14;0.19;0.13;0.57;0.142;20143;1320;17909;914;637;0.253;0.47;0.833;0;2;0;0;0;968;17;180;0;0;6319;6319;2356;829;5500;0;30;468;10834;0;6;21;0;0
Elk;ADCARRY;BLG;WBG;Light;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Red;00:31:37;Brand;Smolder;Rell;Lucian;Ziggs;Kalista;Win;18;8;1;0;16;3;3;10;4.3;291;4;0;9.2;13425;425;0.231;24;9;16;1;1;0.76;0.28;0.03;0.51;0.094;32378;1030;31292;56;1024;0.407;0.41;0.722;1;0;0;0;0;-1958;-13;53;1;0;9471;9471;967;0;4884;0;17;333;10252;59;3;22;0;0
ON;SUPPORT;BLG;WBG;Crisp;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;2;3;5;2;Red;00:31:37;Gnar;Cassiopeia;Syndra;Elise;Rell;Renata_Glasc;Win;18;8;1;0;12;2;5;10;2.4;36;0;0;1.1;7544;239;0.13;106;57;16;21;17;3.35;1.8;0.66;0.51;0.417;3180;726;2038;416;101;0.04;0.38;0.667;0;0;0;0;0;-1137;16;81;0;0;119;119;178;0;15553;845;19;47;13181;130;23;41;0;0
Breathe;TOP;WBG;BLG;Bin;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Blue;00:27:45;Sylas;Aurora;Yone;Jax;Rumble;Jax;Loss;8;3;2;0;14;2;6;4;1;213;5;0;7.7;9327;336;0.2;26;13;5;4;3;0.94;0.47;0.14;0.18;0.12;14971;361;14484;126;539;0.229;0.22;0.75;1;0;0;0;0;72;45;1542;1;0;1381;1381;155;0;13649;0;7;205;15752;166;6;21;0;100
Tarzan;JUNGLE;WBG;BLG;XUN;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Blue;00:27:45;Kalista;Orianna;Ezreal;Skarner;Sejuani;Skarner;Loss;8;3;2;0;13;2;3;4;2;161;150;0;5.8;8866;319;0.19;48;25;9;10;10;1.73;0.9;0.36;0.32;0.222;8077;4834;3125;118;291;0.123;0.22;0.75;0;0;0;0;0;-861;-7;-229;0;0;0;0;12900;242;30567;0;19;383;29821;80;11;26;400;0
xiaohu;MID;WBG;BLG;Knight;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Blue;00:27:45;Rakan;Ashe;Maokai;Kaisa;Yone;Akali;Loss;8;3;2;0;16;2;4;3;1.3;278;26;0;10;11041;398;0.236;24;9;4;2;1;0.86;0.32;0.07;0.14;0.111;14318;9735;2726;1857;516;0.219;0.18;0.625;0;0;0;0;0;68;13;-58;0;0;1330;1330;4607;0;19985;0;21;295;22086;107;3;21;100;150
Light;ADCARRY;WBG;BLG;Elk;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Blue;00:27:45;Ahri;Gnar;Rumble;Akali;Ezreal;Kaisa;Loss;8;3;2;0;14;2;3;4;2;262;0;0;9.4;11291;407;0.242;23;8;8;1;0;0.83;0.29;0.04;0.29;0.106;21632;13843;7429;360;780;0.331;0.22;0.75;0;1;0;0;0;602;11;662;1;0;1412;1412;3424;0;6218;0;1;19;14748;88;2;20;50;300
Crisp;SUPPORT;WBG;BLG;ON;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Blue;00:27:45;Smolder;Brand;Sejuani;Alistar;Maokai;Alistar;Loss;8;3;2;0;10;0;5;6;1.2;24;0;0;0.9;6200;223;0.133;95;46;11;16;14;3.42;1.66;0.58;0.4;0.44;6411;161;6250;0;231;0.098;0.22;0.75;0;0;0;0;0;11;-14;-1057;-1;0;1204;1204;3634;838;11832;1072;38;174;15051;83;18;32;0;0
Bin;TOP;BLG;WBG;Breathe;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Red;00:27:45;Aurora;Sylas;Jax;Yone;Jax;Rumble;Win;21;8;1;1;16;5;2;9;7;237;24;0;8.5;12379;446;0.221;23;15;3;4;4;0.83;0.54;0.14;0.11;0.106;13085;7664;5319;102;472;0.182;0.5;0.667;0;1;0;0;0;-72;-45;-1542;-1;0;10440;10440;3852;0;13715;0;10;130;17649;47;5;23;50;200
XUN;JUNGLE;BLG;WBG;Tarzan;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Red;00:27:45;Orianna;Kalista;Skarner;Ezreal;Skarner;Sejuani;Win;21;8;1;1;14;3;2;11;7;153;142;0;5.5;10322;372;0.184;30;8;8;7;7;1.08;0.29;0.25;0.29;0.139;11467;8082;2727;658;413;0.159;0.5;0.667;0;0;0;0;0;861;7;229;0;0;1836;1836;9549;0;47798;0;31;617;25348;16;8;25;0;100
Knight;MID;BLG;WBG;xiaohu;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Red;00:27:45;Ashe;Rakan;Kaisa;Maokai;Akali;Yone;Win;21;8;1;1;16;8;0;7;Perfect_KDA;222;0;0;8;14037;506;0.25;34;11;7;4;4;1.23;0.4;0.14;0.25;0.157;24657;863;22543;1251;889;0.343;0.54;0.714;2;0;1;0;0;-68;-13;58;0;0;5737;5737;3397;0;12199;0;3;94;20181;0;7;20;450;0
Elk;ADCARRY;BLG;WBG;Light;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Red;00:27:45;Gnar;Ahri;Akali;Rumble;Kaisa;Ezreal;Win;21;8;1;1;15;5;2;7;6;277;18;0;10;12356;445;0.22;37;11;14;3;3;1.33;0.4;0.11;0.5;0.171;18948;9346;9380;222;683;0.264;0.43;0.571;0;0;0;0;0;-602;-11;-662;-1;0;3405;3405;2246;0;7366;0;2;75;12571;79;4;21;50;250
ON;SUPPORT;BLG;WBG;Crisp;26.10.2024;SEMIFINALS;14;v14.18;Worlds_MainEvent_24;3;3;5;3;Red;00:27:45;Brand;Smolder;Alistar;Sejuani;Alistar;Maokai;Win;21;8;1;1;11;0;2;11;5.5;33;0;0;1.2;7012;253;0.125;92;54;8;16;15;3.32;1.95;0.58;0.29;0.426;3749;447;2796;506;135;0.052;0.4;0.524;0;0;0;0;0;-11;14;1057;1;0;57;57;8209;5257;29388;519;28;73;14914;63;18;35;0;0
Zeus;TOP;T1;GEN;Kiin;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Blue;00:30:01;Nidalee;Aurora;Yone;Skarner;Gragas;Renekton;Win;11;9;2;1;15;2;0;6;Perfect_KDA;206;14;0;6.9;10908;363;0.19;32;11;4;5;5;1.07;0.37;0.17;0.13;0.111;10852;328;10502;22;362;0.153;0.27;0.727;0;0;0;0;0;-88;12;-114;0;0;6050;6050;7021;0;13459;0;29;474;15187;0;7;24;0;0
Oner;JUNGLE;T1;GEN;Canyon;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Blue;00:30:01;Smolder;Kalista;Ashe;Renekton;Vi;Skarner;Win;11;9;2;1;15;1;3;6;2.3;208;182;0;6.9;10709;357;0.187;35;8;8;7;6;1.17;0.27;0.23;0.27;0.121;8038;5335;0;2703;268;0.114;0.23;0.636;0;0;0;0;0;-15;8;234;0;0;2668;2668;11646;0;29070;0;11;343;27951;68;8;29;0;0
Faker;MID;T1;GEN;Chovy;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Blue;00:30:01;Jax;Xayah;Renata_Glasc;Sylas;Yone;Sylas;Win;11;9;2;1;16;2;1;6;8;285;4;0;9.5;13701;456;0.239;37;11;5;5;5;1.23;0.37;0.17;0.17;0.128;25331;15320;5338;4673;844;0.358;0.27;0.727;0;0;0;0;0;-803;-11;-715;-1;0;9588;9588;6653;0;19751;0;21;274;19575;39;6;25;0;100
Gumayusi;ADCARRY;T1;GEN;Peyz;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Blue;00:30:01;Blitzcrank;Sejuani;Vi;Ziggs;Ashe;Ziggs;Win;11;9;2;1;16;6;0;5;Perfect_KDA;297;8;0;9.9;14326;477;0.25;47;11;12;3;3;1.57;0.37;0.1;0.4;0.163;18839;17350;1235;254;628;0.266;0.37;1;0;0;1;0;0;28;10;269;0;0;4114;4114;4196;0;4842;0;40;816;9642;0;5;26;150;0
Keria;SUPPORT;T1;GEN;Lehends;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Blue;00:30:01;Ezreal;Rumble;Gragas;Leona;Renata_Glasc;Leona;Win;11;9;2;1;12;0;2;10;5;36;0;0;1.2;7655;255;0.134;138;80;16;18;16;4.6;2.67;0.6;0.53;0.478;7656;1394;4511;1751;255;0.108;0.33;0.909;0;0;0;0;0;668;3;70;0;0;3903;3903;1617;394;9884;2423;19;286;10883;59;20;34;0;0
Kiin;TOP;GEN;T1;Zeus;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Red;00:30:01;Aurora;Nidalee;Skarner;Yone;Renekton;Gragas;Loss;6;3;3;0;15;3;1;2;5;215;10;0;7.2;10553;352;0.215;31;11;5;6;5;1.03;0.37;0.2;0.17;0.129;8767;6406;1719;642;292;0.174;0.17;0.833;0;0;0;0;0;88;-12;114;0;0;2751;2751;5156;0;21788;0;11;108;22155;50;7;24;0;0
Canyon;JUNGLE;GEN;T1;Oner;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Red;00:30:01;Kalista;Smolder;Renekton;Ashe;Skarner;Vi;Loss;6;3;3;0;13;1;3;4;1.7;186;168;0;6.2;9301;310;0.19;46;8;18;6;5;1.53;0.27;0.2;0.6;0.192;7955;4571;2598;786;265;0.158;0.17;0.833;0;0;0;0;0;15;-8;-234;0;0;556;556;14888;0;53338;0;24;589;33434;129;7;22;100;0
Chovy;MID;GEN;T1;Faker;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Red;00:30:01;Xayah;Jax;Sylas;Renata_Glasc;Sylas;Yone;Loss;6;3;3;0;15;1;2;3;2;267;12;0;8.9;11429;381;0.233;35;10;16;7;7;1.17;0.33;0.23;0.53;0.146;10500;193;9885;422;350;0.208;0.13;0.667;0;0;0;0;0;803;11;715;1;0;3356;3356;4128;0;19791;0;13;435;23800;96;9;36;0;100
Peyz;ADCARRY;GEN;T1;Gumayusi;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Red;00:30:01;Sejuani;Blitzcrank;Ziggs;Vi;Ziggs;Ashe;Loss;6;3;3;0;15;1;1;5;6;301;10;0;10;11569;385;0.236;33;13;7;5;5;1.1;0.43;0.17;0.23;0.138;18908;614;17999;295;630;0.375;0.2;1;0;0;0;0;0;-28;-10;-269;0;0;1134;1134;902;0;2969;0;10;333;6157;0;7;22;0;50
Lehends;SUPPORT;GEN;T1;Keria;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;1;4;5;1;Red;00:30:01;Rumble;Ezreal;Leona;Gragas;Leona;Renata_Glasc;Loss;6;3;3;0;11;0;4;6;1.5;40;0;0;1.3;6228;207;0.127;95;60;17;22;20;3.16;2;0.73;0.57;0.396;4295;710;2667;918;143;0.085;0.2;1;0;0;0;0;0;-668;-3;-70;0;0;2021;2021;153;0;14940;277;19;55;13498;130;24;38;0;0
Kiin;TOP;GEN;T1;Zeus;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Blue;00:27:42;Kalista;Yone;Skarner;Caitlyn;Jax;Maokai;Win;12;9;4;1;16;2;0;5;Perfect_KDA;255;12;0;9.2;12018;434;0.217;33;14;5;4;4;1.19;0.51;0.14;0.18;0.133;12718;6173;6357;188;459;0.247;0.25;0.583;0;0;0;0;0;884;12;364;1;0;11393;11393;5366;0;13993;0;9;167;17785;0;6;22;0;0
Canyon;JUNGLE;GEN;T1;Oner;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Blue;00:27:42;Xayah;Smolder;Jax;Kindred;Skarner;Kindred;Win;12;9;4;1;14;2;0;7;Perfect_KDA;161;147;0;5.8;9943;359;0.18;48;9;10;8;6;1.73;0.32;0.29;0.36;0.193;6251;4248;1250;753;226;0.121;0.32;0.75;0;0;0;0;0;-120;-26;-273;-1;1;1578;1578;11620;0;32970;0;20;498;21082;0;9;22;0;0
Chovy;MID;GEN;T1;Faker;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Blue;00:27:42;Ashe;Aurora;Ahri;Braum;Ahri;Sylas;Win;12;9;4;1;16;2;0;6;Perfect_KDA;267;0;0;9.6;11659;421;0.211;53;13;14;8;8;1.91;0.47;0.29;0.51;0.213;12313;1750;7675;2888;445;0.239;0.29;0.667;0;0;0;0;0;730;26;140;0;0;2804;2804;2512;0;3314;0;7;62;6298;0;10;24;0;0
Peyz;ADCARRY;GEN;T1;Gumayusi;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Blue;00:27:42;Galio;Lulu;Kaisa;Maokai;Kaisa;Caitlyn;Win;12;9;4;1;15;5;0;6;Perfect_KDA;297;22;0;10.7;14004;506;0.253;23;9;10;0;0;0.83;0.32;0;0.36;0.092;18591;6785;11259;547;671;0.361;0.4;0.917;0;1;0;0;0;1250;-2;-401;-1;0;4783;4783;3439;0;6459;0;3;71;10487;0;2;21;50;0
Lehends;SUPPORT;GEN;T1;Keria;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Blue;00:27:42;Orianna;Renata_Glasc;Rell;Sylas;Rell;Braum;Win;12;9;4;1;11;1;1;11;12;27;0;0;1;7678;277;0.139;92;53;10;19;17;3.32;1.91;0.69;0.36;0.369;1684;409;877;398;61;0.033;0.43;1;0;0;0;0;0;219;-7;-159;0;0;423;423;1083;0;9019;516;15;48;8244;20;21;38;0;0
Zeus;TOP;T1;GEN;Kiin;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Red;00:27:42;Yone;Kalista;Caitlyn;Skarner;Maokai;Jax;Loss;1;1;0;0;15;0;3;0;0;221;5;0;8;8662;313;0.202;29;11;4;7;5;1.05;0.4;0.25;0.14;0.121;8068;1022;7046;0;291;0.246;0;0;0;0;0;0;0;-884;-12;-364;-1;0;873;873;6934;0;20662;0;31;396;20704;56;9;28;0;0
Oner;JUNGLE;T1;GEN;Canyon;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Red;00:27:42;Smolder;Xayah;Kindred;Jax;Kindred;Skarner;Loss;1;1;0;0;13;1;1;0;1;204;175;0;7.4;9208;332;0.215;55;8;15;5;5;1.99;0.29;0.18;0.54;0.229;9256;5719;1520;2017;334;0.282;0.04;1;0;0;0;0;0;120;26;273;1;0;116;116;15076;2990;10279;0;7;253;19106;0;6;21;0;0
Faker;MID;T1;GEN;Chovy;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Red;00:27:42;Aurora;Ashe;Braum;Ahri;Sylas;Ahri;Loss;1;1;0;0;14;0;2;1;0.5;230;0;0;8.3;9193;332;0.214;23;6;8;6;6;0.83;0.22;0.22;0.29;0.096;3955;43;3912;0;143;0.12;0.04;1;0;0;0;0;0;-730;-26;-140;0;0;1871;1871;1781;0;10965;0;2;358;16818;62;8;24;0;0
Gumayusi;ADCARRY;T1;GEN;Peyz;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Red;00:27:42;Lulu;Galio;Maokai;Kaisa;Caitlyn;Kaisa;Loss;1;1;0;0;14;0;2;0;0;281;8;0;10.1;10071;364;0.235;39;13;11;5;5;1.41;0.47;0.18;0.4;0.163;8441;8381;60;0;305;0.257;0;0;0;0;0;0;0;-1250;2;401;1;0;1541;1541;2685;0;5589;0;1;74;9764;46;6;22;0;50
Keria;SUPPORT;T1;GEN;Lehends;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;2;4;5;2;Red;00:27:42;Renata_Glasc;Orianna;Sylas;Rell;Braum;Rell;Loss;1;1;0;0;8;0;4;1;0.3;29;0;0;1;5772;208;0.135;94;55;10;16;13;3.39;1.99;0.58;0.36;0.392;3143;57;2918;168;113;0.096;0.04;1;0;0;0;0;0;-219;7;159;0;0;1067;1067;241;0;10395;1154;21;141;12238;64;18;30;0;0
Zeus;TOP;T1;GEN;Kiin;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;3;4;5;3;Blue;00:31:45;Nidalee;Xayah;Ashe;Jax;Gragas;Jax;Win;20;9;3;0;17;3;1;8;11;242;4;0;7.6;11843;373;0.194;32;9;5;5;4;1.01;0.28;0.16;0.16;0.103;14207;1014;13193;0;447;0.206;0.35;0.55;0;0;0;0;0;784;26;1029;1;0;4773;4773;9133;0;15720;0;36;581;15939;10;8;27;50;0
Oner;JUNGLE;T1;GEN;Canyon;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;3;4;5;3;Blue;00:31:45;Smolder;Kalista;Renata_Glasc;Ahri;Vi;Nocturne;Win;20;9;3;0;16;5;1;11;16;236;209;0;7.4;12878;406;0.211;51;11;12;9;9;1.61;0.35;0.28;0.38;0.165;11767;11519;0;248;371;0.171;0.5;0.8;0;0;0;0;0;1349;-7;205;1;0;5973;5973;15283;0;38117;0;18;311;27022;38;10;31;0;200
Faker;MID;T1;GEN;Chovy;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;3;4;5;3;Blue;00:31:45;Yone;Aurora;Gragas;Nocturne;Akali;Ahri;Win;20;9;3;0;16;5;0;10;Perfect_KDA;243;0;0;7.7;12407;391;0.203;38;15;8;7;7;1.2;0.47;0.22;0.25;0.123;16838;1307;14436;1095;530;0.244;0.47;0.75;0;0;0;0;0;-21;-18;-678;-1;0;4915;4915;989;0;10353;0;2;98;17944;0;8;25;0;0
Gumayusi;ADCARRY;T1;GEN;Peyz;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;3;4;5;3;Blue;00:31:45;Kaisa;Kindred;Akali;Ezreal;Ashe;Ezreal;Win;20;9;3;0;16;7;1;9;16;318;30;0;10;15511;489;0.254;53;12;11;5;5;1.67;0.38;0.16;0.35;0.171;21503;20075;1332;96;677;0.312;0.5;0.8;0;1;0;0;0;1161;1;-242;0;0;9414;9414;5414;0;8645;0;29;780;12064;39;6;28;0;450
Keria;SUPPORT;T1;GEN;Lehends;27.10.2024;SEMIFINALS;15;v14.18;Worlds_MainEvent_24;3;4;5;3;Blue;00:31:45;Twitch;Sylas;Vi;Rell;Renata_Glasc;Rell;Win;20;9;3;0;12;0;0;17;Perfect_KDA;31;0;0;1;8365;263;0.137;136;91;13;18;18;4.28;2.87;0.57;0.41;0.439;4587;921;2841;825;144;0.067;0.54;0.85;0;0;0;0;0;1337;-2;1195;2;0;6638;6638;2550;842;11773;3851;14;280;10412;0;20;35;0;0
